PassengerId,Survived,Age,Fare,Pclass_S,Pclass_T,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Others,Cabin_isin_Y,Family_size_M,Family_size_S
84,0,-0.06770934116968982,1.9753075800839632,0,0,1,0,1,0,1,0,0,0,0,1
85,1,-1.0281679233969854,-0.7237113692638223,1,0,0,0,1,1,0,0,0,0,0,1
86,1,0.36886274166089905,-0.3291826430613455,0,1,0,0,1,0,0,1,0,0,1,0
87,0,-1.115482339963103,1.0369191612191935,0,1,1,0,1,0,1,0,0,0,0,0
88,0,0.3129815150585836,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,0,1
89,1,-0.5042814240002786,0.8768369528063462,0,0,0,0,1,1,0,0,0,1,0,0
90,0,-0.41696700743416093,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,0,1
91,0,0.019605075396427956,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,0,1
92,0,-0.766224673698632,-0.9188224167005539,0,1,1,0,1,0,1,0,0,0,0,1
93,0,1.5039501570204301,3.01324997658861,0,0,1,0,1,0,1,0,0,1,1,0
94,0,-0.24233817430192536,0.01925627867822516,0,1,1,0,1,0,1,0,0,0,1,0
95,0,0.6212014055369794,-0.9633783524709344,0,1,1,0,1,0,1,0,0,0,0,1
96,0,0.3129815150585836,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,0,1
97,0,0.6212014055369794,1.0575083986688631,0,0,1,0,0,0,1,0,0,1,0,1
98,1,-0.5042814240002786,3.174254568722791,0,0,1,0,0,0,1,0,0,1,1,0
99,1,0.4561771582270168,0.19808471999430116,1,0,0,0,1,0,0,1,0,0,1,0
100,0,0.4561771582270168,0.4193157814162508,1,0,1,0,1,0,1,0,0,0,1,0
101,0,-0.06770934116968982,-0.9157546793155026,0,1,0,0,1,1,0,0,0,0,0,1
102,0,0.3129815150585836,-0.9157546793155026,0,1,1,0,1,0,1,0,0,0,0,1
103,0,-0.6789102571325143,0.8768369528063462,0,0,1,0,1,0,1,0,0,1,1,0
104,0,0.36886274166089905,-0.8598274669880339,0,1,1,0,1,0,1,0,0,0,0,1
105,0,0.7181204079253701,-0.9136013636509956,0,1,1,0,1,0,1,0,0,0,1,0
106,0,-0.06770934116968982,-0.9157546793155026,0,1,1,0,1,0,1,0,0,0,0,1
107,1,-0.6789102571325143,-0.9338808776146744,0,1,0,0,1,1,0,0,0,0,0,1
108,1,0.3129815150585836,-0.9246629167220932,0,1,1,0,1,0,1,0,0,0,0,1
109,0,0.805434824491488,-0.9157546793155026,0,1,1,0,1,0,1,0,0,0,0,1
110,1,-0.6081855797139589,0.2828899602060484,0,1,0,1,0,1,0,0,0,0,1,0
111,0,1.5912645735865478,2.3366516470731478,0,0,1,0,1,0,1,0,0,1,0,1
112,0,-1.2464539648122799,-0.43211408157226455,0,1,0,0,0,1,0,0,0,0,1,0
113,0,-0.5915958405663965,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,0,1
114,0,-0.766224673698632,-0.773488358083761,0,1,0,0,1,1,0,0,0,0,1,0
115,0,-1.0281679233969854,-0.43181173245498794,0,1,0,0,0,1,0,0,0,0,0,1
116,0,-0.6789102571325143,-0.9136013636509956,0,1,1,0,1,0,1,0,0,0,0,1
117,0,0.6212014055369794,-0.9265065089006095,0,1,1,1,0,0,1,0,0,0,0,1
118,0,0.019605075396427956,0.05059734571300141,1,0,1,0,1,0,1,0,0,0,1,0
119,0,-0.41696700743416093,0.8768369528063462,0,0,1,0,0,0,1,0,0,1,1,0
120,0,-2.337884171888752,0.8083137310831788,0,1,0,0,1,1,0,0,0,0,0,0
121,0,-0.6789102571325143,0.8768369528063462,1,0,1,0,1,0,1,0,0,0,1,0
122,0,0.3129815150585836,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,0,1
123,0,0.3252055333778402,0.7195115830284082,1,0,1,0,0,0,1,0,0,0,1,0
124,1,0.3252055333778402,-0.5393521514121976,1,0,0,0,1,1,0,0,0,1,0,1
125,0,2.2024654895493723,0.8768369528063462,0,0,1,0,1,0,1,0,0,1,1,0
126,1,-1.4647400062275742,-0.6690156765116023,0,1,1,0,0,0,0,0,0,0,1,0
127,0,0.3129815150585836,-0.9265065089006095,0,1,1,1,0,0,1,0,0,0,0,1
128,1,-0.41696700743416093,-0.9713647937882668,0,1,1,0,1,0,1,0,0,0,0,1
129,1,-0.6081855797139589,0.15076339595614613,0,1,0,0,0,1,0,0,0,1,1,0
130,0,1.4166357404543124,-0.9836578664346132,0,1,1,0,1,0,1,0,0,0,0,1
131,0,0.36886274166089905,-0.9157546793155026,0,1,1,0,0,0,1,0,0,0,0,1
132,0,-0.766224673698632,-0.9781270898990643,0,1,1,0,1,0,1,0,0,0,0,1
133,0,1.5912645735865478,-0.42873662070122276,0,1,0,0,1,0,0,1,0,0,1,0
134,1,0.019605075396427956,0.4193157814162508,1,0,0,0,1,0,0,1,0,0,1,0
135,0,-0.32965259086804316,-0.5393521514121976,1,0,1,0,1,0,1,0,0,0,0,1
136,0,-0.5042814240002786,-0.3884873162598561,1,0,1,0,0,0,1,0,0,0,0,1
137,1,-0.8535390902647498,0.44020736798319693,0,0,0,0,1,1,0,0,0,1,1,0
138,0,0.7181204079253701,2.4177697029278624,0,0,1,0,1,0,1,0,0,1,1,0
139,0,-1.115482339963103,-0.8183466429714183,0,1,1,0,1,0,1,0,0,0,0,1
140,0,-0.41696700743416093,0.8768369528063462,0,0,1,0,0,0,1,0,0,1,0,1
141,0,0.6212014055369794,-0.3737385788317262,0,1,0,0,0,0,0,1,0,0,1,0
142,1,-0.5915958405663965,-0.9265065089006095,0,1,0,0,1,1,0,0,0,0,0,1
143,1,-0.41696700743416093,-0.3291826430613455,0,1,0,0,1,0,0,1,0,0,1,0
144,0,-0.8535390902647498,-1.0002501960412593,0,1,1,1,0,0,1,0,0,0,0,1
145,0,-0.9408535068308675,-0.6499676821231725,1,0,1,0,1,0,1,0,0,0,0,1
146,0,-0.8535390902647498,1.212060418178237,1,0,1,0,1,0,1,0,0,0,1,0
147,1,-0.1550237577358076,-0.9231290480295677,0,1,1,0,1,0,1,0,0,0,0,1
148,0,-1.7266832559259275,1.0369191612191935,0,1,0,0,1,1,0,0,0,0,0,0
149,0,0.6744631996423113,0.4193157814162508,1,0,1,0,1,0,1,0,0,1,1,0
150,0,1.154692490755959,-0.5393521514121976,1,0,1,0,1,0,0,0,1,0,0,1
151,0,1.940522239851019,-0.5743804028040063,1,0,1,0,1,0,0,0,1,0,0,1
152,1,-0.5915958405663965,3.413309479326635,0,0,0,0,1,0,0,1,0,1,1,0
153,0,2.333437114398549,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,0,1
154,0,1.0237208659067825,-0.42873662070122276,0,1,1,0,1,0,1,0,0,0,1,0
155,0,0.3129815150585836,-0.9587693720246437,0,1,1,0,1,0,1,0,0,0,0,1
156,0,1.940522239851019,3.0283084375027305,0,0,1,0,0,0,1,0,0,0,1,0
157,1,-1.115482339963103,-0.9277380284758583,0,1,0,1,0,1,0,0,0,0,0,1
158,0,0.10691949196254573,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,0,1
159,0,0.3129815150585836,-0.8592153943847665,0,1,1,0,1,0,1,0,0,0,0,1
160,0,-2.113486121313829,0.8768369528063462,0,1,1,0,1,0,0,0,0,0,0,0
161,0,1.3293213238881947,-0.31074672127618286,0,1,1,0,1,0,1,0,0,0,1,0
162,1,0.9800636576237235,-0.3365570117754104,1,0,0,0,1,0,0,1,0,0,0,1
163,0,-0.24233817430192536,-0.9246629167220932,0,1,1,0,1,0,1,0,0,0,0,1
164,0,-1.0281679233969854,-0.8592153943847665,0,1,1,0,1,0,1,0,0,0,0,1
165,0,-2.4251985884548697,1.428682499153896,0,1,1,0,1,0,0,0,0,0,0,0
166,1,-1.7266832559259275,0.015569094321192616,0,1,1,0,1,0,0,0,0,0,1,0
167,1,0.6212014055369794,2.557882708495097,0,0,0,0,1,0,0,1,0,1,1,0
168,0,1.4166357404543124,0.5594287869834854,0,1,0,0,1,0,0,1,0,0,0,0
169,0,0.3129815150585836,0.4137850048807021,0,0,1,0,1,0,1,0,0,0,0,1
170,0,-0.06770934116968982,2.6681885157200815,0,1,1,0,1,0,1,0,0,0,0,1
171,0,0.6212014055369794,0.9723934349711248,0,0,1,0,1,0,1,0,0,1,0,1
172,0,-2.1632553387565165,0.6497648037307816,0,1,1,1,0,0,0,0,0,0,0,0
173,1,-2.4251985884548697,-0.6770094921976487,0,1,0,0,1,1,0,0,0,0,1,0
174,0,-0.6789102571325143,-0.9136013636509956,0,1,1,0,1,0,1,0,0,0,0,1
175,0,2.3770943226816077,0.7656013874913143,0,0,1,0,0,0,1,0,0,1,0,1
176,0,-0.9408535068308675,-0.9188224167005539,0,1,1,0,1,0,1,0,0,0,1,0
177,0,-2.113486121313829,0.3799882730641422,0,1,1,0,1,0,0,0,0,0,0,0
178,0,1.8532078232849012,0.6193455327852635,0,0,0,0,0,1,0,0,0,1,0,1
179,0,0.10691949196254573,-0.5393521514121976,1,0,1,0,1,0,1,0,0,0,0,1
180,0,0.6308059913592524,0.8768369528063462,0,1,1,0,1,0,1,0,0,0,0,1
181,0,-0.6081855797139589,0.8768369528063462,0,1,0,0,1,1,0,0,0,0,0,0
182,0,0.3129815150585836,-0.3881775927738653,1,0,1,0,0,0,1,0,0,0,0,1
183,0,-1.7266832559259275,0.8166098958865019,0,1,1,0,1,0,0,0,0,0,0,0
184,1,-2.4251985884548697,1.3779837142446991,1,0,1,0,1,0,0,0,0,1,1,0
185,1,-2.1632553387565165,0.12618462503216743,0,1,0,0,1,1,0,0,0,0,1,0
186,0,0.3129815150585836,2.1891642727918477,0,0,1,0,1,0,1,0,0,1,0,1
187,1,0.6212014055369794,-0.35499293356057293,0,1,0,1,0,0,0,1,0,0,1,0
188,1,1.4166357404543124,0.45987480934360825,0,0,1,0,1,0,1,0,0,0,0,1
189,0,0.9800636576237235,-0.35499293356057293,0,1,1,1,0,0,1,0,0,0,1,0
190,0,0.6308059913592524,-0.9157546793155026,0,1,1,0,1,0,1,0,0,0,0,1
191,1,0.2815483250947813,-0.5393521514121976,1,0,0,0,1,0,0,1,0,0,0,1
192,0,-0.8535390902647498,-0.5393521514121976,1,0,1,0,1,0,1,0,0,0,0,1
193,1,-0.8535390902647498,-0.9188224167005539,0,1,0,0,1,1,0,0,0,0,1,0
194,1,-2.2505697553226343,0.4193157814162508,1,0,1,0,1,0,0,0,0,1,1,0
195,1,1.3293213238881947,0.5462139182478811,0,0,0,0,0,0,0,1,0,1,0,1
196,1,0.6212014055369794,0.8768369528063462,0,0,0,0,0,1,0,0,0,1,0,1
197,0,0.3129815150585836,-0.9265065089006095,0,1,1,1,0,0,1,0,0,0,0,1
198,0,1.154692490755959,-0.8782633887731963,0,1,1,0,1,0,1,0,0,0,1,0
199,1,-0.6081855797139589,-0.9265065089006095,0,1,0,1,0,1,0,0,0,0,0,1
200,0,-0.41696700743416093,-0.5393521514121976,1,0,0,0,1,1,0,0,0,0,0,1
201,0,-0.06770934116968982,-0.7974550564044721,0,1,1,0,1,0,1,0,0,0,0,1
202,0,0.3129815150585836,0.8768369528063462,0,1,1,0,1,0,1,0,0,0,0,0
203,0,0.4561771582270168,-1.0189958413124125,0,1,1,0,1,0,1,0,0,0,0,1
204,0,1.4602929487373713,-0.9652219446494507,0,1,1,0,0,0,1,0,0,0,0,1
205,1,-0.9408535068308675,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,0,1
206,0,-2.337884171888752,-0.7264767575315967,0,1,0,0,1,1,0,0,0,1,1,0
207,0,0.2815483250947813,-0.3291826430613455,0,1,1,0,1,0,1,0,0,0,1,0
208,1,-0.24233817430192536,-0.11256056208568634,0,1,1,0,0,0,1,0,0,0,0,1
209,1,-1.115482339963103,-0.9265065089006095,0,1,0,1,0,1,0,0,0,0,0,1
210,1,0.9800636576237235,0.7880342171195002,0,0,1,0,0,0,1,0,0,1,0,1
211,0,-0.41696700743416093,-0.9781270898990643,0,1,1,0,1,0,1,0,0,0,0,1
212,1,0.5434915747931346,0.05059734571300141,1,0,0,0,1,1,0,0,0,0,0,1
213,0,-0.5915958405663965,-0.9633783524709344,0,1,1,0,1,0,1,0,0,0,0,1
214,0,0.10691949196254573,-0.5393521514121976,1,0,1,0,1,0,1,0,0,0,0,1
215,0,0.3129815150585836,-0.9265065089006095,0,1,1,1,0,0,1,0,0,0,1,0
216,1,0.1942339085286635,0.8768369528063462,0,0,0,0,0,1,0,0,0,1,1,0
217,1,-0.1550237577358076,-0.9136013636509956,0,1,0,0,1,1,0,0,0,0,0,1
218,0,1.154692490755959,0.4930594685569007,1,0,1,0,1,0,1,0,0,0,1,0
219,1,0.2815483250947813,0.8768369528063462,0,0,0,0,0,1,0,0,0,1,0,1
220,0,0.10691949196254573,-0.7237113692638223,1,0,1,0,1,0,1,0,0,0,0,1
221,1,-1.115482339963103,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,0,1
222,0,-0.1550237577358076,-0.5393521514121976,1,0,1,0,1,0,1,0,0,0,0,1
223,0,1.940522239851019,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,0,1
224,0,0.3129815150585836,-0.9157546793155026,0,1,1,0,1,0,1,0,0,0,0,1
225,1,0.805434824491488,0.8768369528063462,0,0,1,0,1,0,1,0,0,1,1,0
226,0,-0.5915958405663965,-0.8085166094755697,0,1,1,0,1,0,1,0,0,0,0,1
227,1,-0.8535390902647498,-0.7237113692638223,1,0,1,0,1,0,1,0,0,0,0,1
228,0,-0.7225674654155732,-0.9633783524709344,0,1,1,0,1,0,1,0,0,0,0,1
229,0,-0.9408535068308675,-0.5393521514121976,1,0,1,0,1,0,1,0,0,0,0,1
230,0,-0.6081855797139589,0.3799882730641422,0,1,0,0,1,1,0,0,0,0,0,0
231,1,0.5434915747931346,0.8768369528063462,0,0,0,0,1,0,0,1,0,1,1,0
232,0,0.019605075396427956,-0.9246629167220932,0,1,1,0,1,0,1,0,0,0,0,1
233,0,0.6212014055369794,-0.5024803078418727,1,0,1,0,1,0,1,0,0,0,0,1
234,1,-2.075940922190399,0.8166098958865019,0,1,0,0,1,1,0,0,0,0,0,0
235,0,-0.41696700743416093,-0.7237113692638223,1,0,1,0,1,0,1,0,0,0,0,1
236,0,-0.6081855797139589,-0.9412552463287394,0,1,0,0,1,1,0,0,0,0,0,1
237,0,1.3293213238881947,0.4193157814162508,1,0,1,0,1,0,1,0,0,0,1,0
238,1,-1.8139976724920452,0.43775170320141327,1,0,0,0,1,1,0,0,0,0,1,0
239,0,-0.8535390902647498,-0.7237113692638223,1,0,1,0,1,0,1,0,0,0,0,1
240,0,0.36886274166089905,-0.5928163245891688,1,0,1,0,1,0,1,0,0,0,0,1
241,0,-0.6081855797139589,-0.43211408157226455,0,1,0,0,0,1,0,0,0,0,1,0
242,1,-0.6081855797139589,-0.35499293356057293,0,1,0,1,0,1,0,0,0,0,1,0
243,0,0.019605075396427956,-0.7237113692638223,1,0,1,0,1,0,1,0,0,0,0,1
244,0,-0.5915958405663965,-0.9725963133635156,0,1,1,0,1,0,1,0,0,0,0,1
245,0,0.10691949196254573,-0.9652219446494507,0,1,1,0,0,0,1,0,0,0,0,1
246,0,1.3293213238881947,0.8768369528063462,0,0,1,1,0,0,0,0,1,1,1,0
247,0,-0.32965259086804316,-0.9246629167220932,0,1,0,0,1,1,0,0,0,0,0,1
248,1,-0.41696700743416093,-0.42873662070122276,1,0,0,0,1,0,0,1,0,0,1,0
249,1,0.7181204079253701,2.377520398486496,0,0,1,0,1,0,1,0,0,1,1,0
250,0,2.2024654895493723,0.4193157814162508,1,0,1,0,1,0,0,0,1,0,1,0
251,0,0.3129815150585836,-0.9633783524709344,0,1,1,0,1,0,1,0,0,0,0,1
252,0,0.019605075396427956,-0.7264767575315967,0,1,0,0,1,0,0,1,0,1,1,0
253,0,0.6212014055369794,0.45987480934360825,0,0,1,0,1,0,1,0,0,1,0,1
254,0,0.10691949196254573,-0.31074672127618286,0,1,1,0,1,0,1,0,0,0,1,0
255,0,1.0673780741898413,-0.00747580791026047,0,1,0,0,1,0,0,1,0,0,1,0
256,1,0.019605075396427956,-0.3737385788317262,0,1,0,0,0,0,0,1,0,0,1,0
257,1,0.6212014055369794,0.8768369528063462,0,0,0,0,0,0,0,1,0,0,0,1
258,1,0.10691949196254573,0.8768369528063462,0,0,0,0,1,1,0,0,0,1,0,1
259,1,0.5434915747931346,0.8768369528063462,0,0,0,0,0,1,0,0,0,0,0,1
260,1,1.8532078232849012,0.4193157814162508,1,0,0,0,1,0,0,1,0,0,1,0
261,0,0.3129815150585836,-0.9265065089006095,0,1,1,1,0,0,1,0,0,0,0,1
262,1,-2.2505697553226343,0.8166098958865019,0,1,1,0,1,0,0,0,0,0,0,0
263,0,2.027836656417137,0.8768369528063462,0,0,1,0,1,0,1,0,0,1,1,0
264,0,0.9800636576237235,0.8768369528063462,0,0,1,0,1,0,1,0,0,1,0,1
265,0,-0.6081855797139589,-0.9265065089006095,0,1,0,1,0,1,0,0,0,0,0,1
266,0,0.6308059913592524,-0.7237113692638223,1,0,1,0,1,0,1,0,0,0,0,1
267,0,-1.115482339963103,1.428682499153896,0,1,1,0,1,0,1,0,0,0,0,0
268,1,-0.32965259086804316,-0.9246629167220932,0,1,1,0,1,0,1,0,0,0,1,0
269,1,0.6212014055369794,0.8768369528063462,0,0,0,0,1,0,0,1,0,1,1,0
270,1,0.5434915747931346,0.8768369528063462,0,0,0,0,1,1,0,0,0,1,0,1
271,0,0.3129815150585836,0.7880342171195002,0,0,1,0,1,0,1,0,0,0,0,1
272,1,-0.32965259086804316,0.8768369528063462,0,1,1,0,1,0,1,0,0,0,0,1
273,1,1.0673780741898413,-0.0600181849979734,1,0,0,0,1,0,0,1,0,0,1,0
274,0,0.7181204079253701,0.6921674238366553,0,0,1,0,0,0,1,0,0,1,1,0
275,1,-0.6081855797139589,-0.9265065089006095,0,1,0,1,0,1,0,0,0,0,0,1
276,1,0.6212014055369794,0.8768369528063462,0,0,0,0,1,1,0,0,0,1,1,0
277,0,1.4166357404543124,-0.9265065089006095,0,1,0,0,1,1,0,0,0,0,0,1
278,0,0.3129815150585836,0.8768369528063462,1,0,1,0,1,0,1,0,0,0,0,1
279,0,-1.9013120890581632,0.6497648037307816,0,1,1,1,0,0,0,0,0,0,0,0
280,1,0.5434915747931346,-0.004710419642485995,0,1,0,0,1,0,0,1,0,0,1,0
281,0,0.6212014055369794,-0.9265065089006095,0,1,1,1,0,0,1,0,0,0,0,1
282,0,-0.06770934116968982,-0.9188224167005539,0,1,1,0,1,0,1,0,0,0,0,1
283,0,-1.115482339963103,-0.7974550564044721,0,1,1,0,1,0,1,0,0,0,0,1
284,1,-0.8535390902647498,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,0,1
285,0,0.3129815150585836,0.4193157814162508,0,0,1,0,1,0,1,0,0,1,0,1
286,0,0.36886274166089905,-0.8592153943847665,0,1,1,0,0,0,1,0,0,0,0,1
287,1,0.10691949196254573,-0.7974550564044721,0,1,1,0,1,0,1,0,0,0,0,1
288,0,-0.5915958405663965,-0.9157546793155026,0,1,1,0,1,0,1,0,0,0,0,1
289,1,1.154692490755959,-0.5393521514121976,1,0,1,0,1,0,1,0,0,0,0,1
290,1,-0.5915958405663965,-0.9265065089006095,0,1,0,1,0,1,0,0,0,0,0,1
291,1,-0.24233817430192536,0.8768369528063462,0,0,0,0,1,1,0,0,0,0,0,1
292,1,-0.8535390902647498,0.8768369528063462,0,0,0,0,0,0,0,1,0,1,1,0
293,0,0.6308059913592524,-0.5485701123047788,1,0,1,0,0,0,1,0,0,1,0,1
294,0,-0.41696700743416093,-0.8453884530458946,0,1,0,0,1,1,0,0,0,0,0,1
